"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","107.5","0","0","0","35.85","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","105","0","0","0","49.75","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","112.5","0","0","0","31.15","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","115","0","0","0","44.2","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","117.5","0","0","0","26.7","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","120","0","0","0","34","34","161.65","0","0","0","4000","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","122.5","0","0","0","22.5","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","125","0","0","0","39.25","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","127.5","0","0","0","18.6","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","130","0","0","0","36.95","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","132.5","0","0","0","15.15","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","135","0","0","0","34.8","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","137.5","0","0","0","12.1","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","140","19","27.9","19","27.9","27.9","161.65","3","19.7","2.9","80000","-4000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","142.5","0","0","0","9.5","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","145","21.55","21.55","21.55","21.55","21.55","161.65","1","6.66",".86","24000","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","147.5","0","0","0","13.25","13.25","161.65","0","0","0","12000","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","150","3.25","18.5","3.25","12","12","161.65","12","77.73","5.73","124000","-16000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","152.5","10.1","10.1","10.1","10.1","10.1","161.65","2","13.01",".81","20000","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","155","1.3","13","1.3","6.5","6.5","161.65","25","163.97","8.97","48000","-36000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","157.5","3.3","4","3.3","4","4","161.65","2","12.89",".29","16000","4000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","160","0.4","9.5","0.4","2.2","2","161.65","297","1950.64","49.84","100000","-300000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","162.5","0.8","6.2","0.1","0.45","2","161.65","16","105.19","1.19","16000","-8000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","165","0.95","6","0.05","0.2","0.05","161.65","223","1489.98","18.18","68000","-132000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","167.5","0","0","0","3.85","3.85","161.65","0","0","0","4000","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","170","0.4","2.8","0.05","0.05","0.05","161.65","507","3472.24","24.64","232000","-172000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","172.5","0","0","0","1.55","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","175","0.35","1.3","0.05","0.05","0.05","161.65","93","652.75","1.75","92000","-12000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","177.5","0","0","0","1.1","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","180","0.05","0.6","0.05","0.05","0.05","161.65","112","807.47","1.07","364000","-64000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","182.5","0","0","0","0.75","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","185","0","0","0","0.4","0.4","161.65","0","0","0","12000","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","187.5","0","0","0","0.55","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","190","0.05","0.15","0.05","0.05","0.05","161.65","8","60.83",".03","152000","-8000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","192.5","0","0","0","0.35","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","195","0","0","0","1","1","161.65","0","0","0","8000","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","197.5","0","0","0","0.25","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","200","0.05","0.05","0.05","0.05","0.05","161.65","3","24.01",".01","424000","4000","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","80","0","0","0","66.45","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","85","0","0","0","62.75","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","90","0","0","0","59.25","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","92.5","0","0","0","50.5","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","95","0","0","0","55.95","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","97.5","0","0","0","45.55","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","100","0","0","0","52.75","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","102.5","0","0","0","40.65","0","161.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","25-Jun-2020","CE","110","0","0","0","32","32","161.65","0","0","0","4000","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","147.5","0","0","0","12.2","0","19.05","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","150","21.75","22","20","22","22","17.4","5","34.15","4.15","16000","12000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","152.5","0","0","0","10.3","0","15.8","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","140","28.35","28.35","28.35","28.35","28.35","24.65","4","26.94","4.54","16000","16000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","142.5","0","0","0","14.4","0","22.7","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","145","24.8","24.8","24.8","24.8","24.8","20.85","4","27.17","3.97","16000","16000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","135","0","0","0","26.3","0","28.75","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","137.5","0","0","0","16.85","0","26.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","130","0","0","0","33","33","33.1","0","0","0","4000","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","132.5","0","0","0","19.6","0","30.9","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","122.5","0","0","0","26.05","0","40.05","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","125","0","0","0","31.4","0","37.7","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","127.5","0","0","0","22.65","0","35.4","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","115","49.3","49.3","49.3","49.3","49.3","47.25","4","26.29","7.89","16000","16000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","197.5","0","0","0","1.8","0","1.6","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","200","2.5","6.5","2.5","4.35","4.4","4.35","257","2108.88","52.88","360000","208000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","190","5","8","5","6.05","6.2","6.05","23","180.57","5.77","60000","24000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","192.5","0","0","0","2.25","0","2.15","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","195","0","0","0","8.5","0","1.85","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","185","5","9.5","5","7","7","3.35","7","54.02","2.22","28000","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","187.5","6.65","6.65","6.65","6.65","6.65","2.9","2","15.53",".53","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","180","6.3","11.6","6.3","8.5","8.7","8.5","112","849.4","43","116000","92000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","182.5","0","0","0","7.85","7.85","3.85","0","0","0","4000","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","172.5","9.05","12.65","9.05","12.65","12.65","6.5","4","29.33","1.73","8000","8000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","175","11.4","11.4","11.4","11.4","11.4","5.7","2","14.91",".91","20000","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","177.5","0","0","0","4.1","0","5.05","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","165","11.95","17.05","11.95","13.6","13.6","9.3","23","165.59","13.79","56000","20000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","167.5","12.95","12.95","12.95","12.95","12.95","8.25","2","14.44","1.04","16000","8000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","170","7.8","15.45","7.8","11.55","11.55","11.55","1063","7767.76","539.36","748000","692000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","160","11","20.1","11","15.85","15.95","15.85","84","591.75","54.15","140000","76000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","80","0","0","0","63.85","0","82","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","117.5","0","0","0","29.65","0","44.85","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","120","43.75","43.75","43.75","43.75","43.75","42.4","1","6.55","1.75","4000","4000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","112.5","0","0","0","33.6","0","49.7","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","105","0","0","0","43.95","0","57.1","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","107.5","0","0","0","37.75","0","54.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","110","0","0","0","40.5","0","52.15","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","100","0","0","0","47.55","0","62.05","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","102.5","0","0","0","42.1","0","59.6","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","92.5","0","0","0","51.3","0","69.55","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","95","0","0","0","51.35","0","67.05","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","97.5","0","0","0","46.65","0","64.55","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","85","0","0","0","59.55","0","77","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","90","0","0","0","55.35","0","72","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","162.5","14.7","15.75","12.65","14.5","14.5","10.4","10","70.84","5.84","20000","16000","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","155","0","0","0","18.25","0","14.3","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","30-Jul-2020","CE","157.5","17.45","17.45","17.45","17.45","17.45","12.9","4","27.99","2.79","16000","16000","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","192.5","0","0","0","4.1","0","4.9","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","190","0","0","0","4.4","0","5.4","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","185","0","0","0","5.15","0","6.5","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","180","0","0","0","6","0","7.8","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","182.5","0","0","0","5.55","0","7.15","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","177.5","0","0","0","6.45","0","8.55","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","172.5","0","0","0","7.5","0","10.2","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","175","0","0","0","6.95","0","9.35","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","170","0","0","0","8.05","0","11.1","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","167.5","0","0","0","8.7","0","12.05","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","162.5","0","0","0","10","0","14.2","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","165","0","0","0","9.35","0","13.1","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","160","0","0","0","10.75","0","15.4","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","200","0","0","0","3.25","0","3.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","117.5","0","0","0","31.85","0","45.9","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","120","0","0","0","30.1","0","43.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","115","0","0","0","33.65","0","48.2","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","112.5","0","0","0","35.5","0","50.5","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","107.5","0","0","0","39.35","0","55.25","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","110","0","0","0","37.4","0","52.85","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","105","0","0","0","41.4","0","57.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","100","0","0","0","45.6","0","62.5","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","102.5","0","0","0","43.45","0","60.05","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","97.5","0","0","0","47.75","0","64.95","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","95","0","0","0","49.95","0","67.4","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","90","0","0","0","54.5","0","72.35","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","92.5","0","0","0","52.2","0","69.85","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","87.5","0","0","0","56.8","0","74.8","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","82.5","0","0","0","61.5","0","79.75","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","85","0","0","0","59.15","0","77.3","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","157.5","0","0","0","11.55","0","16.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","152.5","0","0","0","13.3","0","19.35","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","155","0","0","0","12.4","0","17.95","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","150","0","0","0","14.2","0","20.8","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","145","0","0","0","16.25","0","23.95","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","147.5","0","0","0","15.2","0","22.35","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","142.5","0","0","0","17.35","0","25.65","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","140","0","0","0","18.55","0","27.4","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","135","0","0","0","21.05","0","31.1","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","137.5","0","0","0","19.75","0","29.2","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","132.5","0","0","0","22.4","0","33.05","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","127.5","0","0","0","25.3","0","37.15","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","130","0","0","0","23.8","0","35.05","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","125","0","0","0","26.85","0","39.25","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","122.5","0","0","0","28.45","0","41.45","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","197.5","0","0","0","3.5","0","4","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","195","0","0","0","3.8","0","4.45","0","0","0","0","0","161.65"
"ADANIENT","25-Jun-2020","27-Aug-2020","CE","187.5","0","0","0","4.75","0","5.9","0","0","0","0","0","161.65"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","80","0","0","0","63.85","0","82.45","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","160","16.5","18","14.45","15.15","15.05","15.15","36","253.11","22.71","128000","-12000","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","120","0","0","0","43.75","43.75","42.85","0","0","0","4000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","110","0","0","0","40.5","0","52.65","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","112.5","0","0","0","33.6","0","50.15","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","115","0","0","0","49.3","49.3","47.7","0","0","0","16000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","105","0","0","0","43.95","0","57.6","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","107.5","0","0","0","37.75","0","55.1","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","100","0","0","0","47.55","0","62.55","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","102.5","0","0","0","42.1","0","60.05","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","92.5","0","0","0","51.3","0","70","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","95","0","0","0","51.35","0","67.55","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","97.5","0","0","0","46.65","0","65.05","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","85","0","0","0","59.55","0","77.5","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","90","0","0","0","55.35","0","72.5","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","162.5","14.6","14.6","13.85","13.85","13.85","10.5","2","14.14","1.14","20000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","155","0","0","0","18.25","0","14.45","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","157.5","0","0","0","17.45","17.45","13.05","0","0","0","16000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","147.5","0","0","0","12.2","0","19.3","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","150","20.65","20.9","20.15","20.9","20.9","17.6","4","27.29","3.29","20000","4000","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","152.5","0","0","0","10.3","0","15.95","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","142.5","0","0","0","14.4","0","22.95","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","145","0","0","0","24.8","24.8","21.1","0","0","0","16000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","135","0","0","0","26.3","0","29.1","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","137.5","0","0","0","16.85","0","27","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","140","0","0","0","28.35","28.35","24.95","0","0","0","16000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","130","0","0","0","33","33","33.5","0","0","0","4000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","132.5","0","0","0","19.6","0","31.25","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","122.5","0","0","0","26.05","0","40.45","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","125","0","0","0","31.4","0","38.1","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","127.5","0","0","0","22.65","0","35.8","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","197.5","0","0","0","1.8","0","1.6","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","200","4.5","4.85","3.35","3.5","3.5","3.5","85","693.37","13.37","440000","80000","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","190","6.5","6.55","5.1","5.25","5.35","5.25","19","148.74","4.34","92000","32000","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","192.5","0","0","0","2.25","0","2.15","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","195","0","0","0","8.5","0","1.85","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","185","7.5","7.5","7.5","7.5","7.5","3.35","2","15.4",".6","28000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","187.5","0","0","0","6.65","6.65","2.9","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","180","9","9.45","7.25","7.5","7.65","7.5","51","384.17","16.97","144000","28000","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","182.5","0","0","0","7.85","7.85","3.85","0","0","0","4000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","172.5","10.65","10.65","10.65","10.65","10.65","6.5","1","7.33",".43","12000","4000","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","175","9.7","9.7","9.2","9.2","9.2","5.75","4","29.52","1.52","32000","12000","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","177.5","0","0","0","4.1","0","5","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","165","14","14.85","11.7","12.95","13","12.95","45","321.1","24.1","84000","28000","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","167.5","12.55","12.55","12.55","12.55","12.55","8.3","1","7.2",".5","16000","0","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","170","12.5","13","10.55","10.8","10.95","10.8","503","3653.68","233.28","880000","132000","162.15"
"ADANIENT","26-Jun-2020","30-Jul-2020","CE","117.5","0","0","0","29.65","0","45.3","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","117.5","0","0","0","31.85","0","46.3","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","120","0","0","0","30.1","0","44.05","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","115","0","0","0","33.65","0","48.6","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","112.5","0","0","0","35.5","0","50.95","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","107.5","0","0","0","39.35","0","55.7","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","110","0","0","0","37.4","0","53.3","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","105","0","0","0","41.4","0","58.1","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","100","0","0","0","45.6","0","63","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","102.5","0","0","0","43.45","0","60.55","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","97.5","0","0","0","47.75","0","65.45","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","95","0","0","0","49.95","0","67.9","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","90","0","0","0","54.5","0","72.8","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","92.5","0","0","0","52.2","0","70.35","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","87.5","0","0","0","56.8","0","75.3","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","82.5","0","0","0","61.5","0","80.25","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","85","0","0","0","59.15","0","77.75","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","160","0","0","0","10.75","0","15.55","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","157.5","0","0","0","11.55","0","16.8","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","152.5","0","0","0","13.3","0","19.55","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","155","0","0","0","12.4","0","18.15","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","150","0","0","0","14.2","0","21","0","0","0","0","0","162.15"
"ADANIENT","26-Jun-2020","27-Aug-2020","CE","145","0","0","0","16.25","0","24.2","0","0","0","0","0","162.15"
